source_ad_number,source_file_instance_id,target_ad_candidate,target_base_ad_number,relationship,evidence,manually_verified
2014-0193,c84f40a34f94d33e,2007-0096R1,2007-0096,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2007-0096R1 dated 02 May 2007. | This AD supersedes EASA AD 2007-0096R1 dated 02 May 2007 | this AD retains the requirements of EASA AD 2007-0096R1, which is superseded",False
2014-0194,7f752bf6bf1e1e37,2007-0095R1,2007-0095,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2007-0095R1 dated 02 May 2007. | This AD supersedes EASA AD 2007-0095R1 dated 02 May 2007 | this AD retains the requirements of EASA AD 2007-0095R1, which is superseded",False
2014-0195,f2e344ba90b1ca7a,2007-0094R1,2007-0094,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2007-0094R1 dated 25 April 2007. | This AD supersedes EASA AD 2007-0094R1 dated 25 April 2007 | this AD retains the requirements of EASA AD 2007-0094R1, which is superseded",False
2014-0198,6bc4cbe7cff8da32,2008-0051R1,2008-0051,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2008-0051R1 dated 14 April 2010. | This AD supersedes EASA AD 2008-0051R1 dated 14 April 2010 | this AD retains the requirements of EASA AD 2008-0051R1, which is superseded",False
2014-0200R1,f8cfb303f1dbf1ef,2008-0211,2008-0211,supersedes_candidate,"this AD retains the requirements of EASASUPERSEDED AD 2008-0211, which is superseded",False
2014-0207,6ea919e92da34826,2012-0055R1,2012-0055,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2012-0055R1 dated 17 October 2012. | This AD supersedes EASA AD 2012-0055R1 dated 17 October 2012 | this AD retains the requirements of EASA AD 2012-0055R1, which is superseded",False
2014-0208,0b3e597169accd61,2012-0083,2012-0083,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2012-0083 dated 16 May 2012. | This AD supersedes EASA AD 2012-0083 dated 16 May 2012 | this AD retains the requirements of EASA AD 2012-0083, which is superseded",False
2014-0219,10040a2206f44f6a,2010-0192,2010-0192,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2010-0192 and EASA AD 2010-0193, both dated 29 September 2010, including their Corrections, both dated 11 October 2010. | This AD supersedes EASA AD 2010-0192 and EASA AD 2010-0193, both dated 29 September 2010, including their Corrections, both dated 11 October 2010",False
2014-0219,10040a2206f44f6a,2010-0193,2010-0193,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2010-0192 and EASA AD 2010-0193, both dated 29 September 2010, including their Corrections, both dated 11 October 2010. | This AD supersedes EASA AD 2010-0192 and EASA AD 2010-0193, both dated 29 September 2010, including their Corrections, both dated 11 October 2010",False
2014-0221R1,bd04c96449d26680,2013-0288,2013-0288,supersedes_candidate,"Supersedure: This AD revises EASA AD 2014-0221, dated 30 September 2014, which superseded EASA AD 2013-0288 dated 06 December 2013.",False
2014-0248,6093c016fa01e8a0,2013-0250R1,2013-0250,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2013-0250R1 dated 31 October 2013. | This AD supersedes EASA AD 2013-0250R1 dated 31 October 2013 | this AD retains the requirements of EASA AD 2013-0250R1, which is superseded",False
2014-0260,54f1d95e406ec22c,2011-0155R1,2011-0155,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2011-0155R1 dated 31 January 2012. | This AD supersedes EASA AD 2011-0155R1 dated 31 January 2012 | this AD retains the requirements of EASA AD 2011-0155R1, which is superseded",False
2014-0265,90f366ce88feb9a6,2007-0091,2007-0091,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2007-0091 dated 10 April 2007. | This AD supersedes EASA AD 2007-0091 dated 10 April 2007 | this AD retains the requirements of EASA AD 2007-0091, which is superseded",False
2014-0274,0e0ef048d13f5406,2012-0062,2012-0062,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2012-0062 dated 13 April 2012. | This AD supersedes EASA AD 2012-0062 dated 13 April 2012 | this AD retains the requirements of EASA AD 2012-0062, which is superseded",False
2014-0281,42d8a3f170121fa5,2014-0273,2014-0273,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2014-0273 dated 17 December 2014. | This AD supersedes EASA AD 2014-0273 dated 17 December 2014 | this AD retains the requirements of EASA AD 2014-0273, which is superseded",False
2015-0009,34fc61d4cb75c2a2,2012-0070,2012-0070,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2012-0244R1 dated 25 January 2013, which superseded EASA AD 2012-0070 dated 25 April 2012, including the Correction dated 26 April 2012. | This AD supersedes EASA AD 2012-0244R1 dated 25 January 2013, which superseded EASA AD 2012-0070 dated 25 April 2012, including the Correction dated 26 April 2012 | this AD retains the requirements of EASA AD 2012-0244R1, which is superseded",False
2015-0009,34fc61d4cb75c2a2,2012-0244R1,2012-0244,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2012-0244R1 dated 25 January 2013, which superseded EASA AD 2012-0070 dated 25 April 2012, including the Correction dated 26 April 2012. | This AD supersedes EASA AD 2012-0244R1 dated 25 January 2013, which superseded EASA AD 2012-0070 dated 25 April 2012, including the Correction dated 26 April 2012 | this AD retains the requirements of EASA AD 2012-0244R1, which is superseded",False
2015-0021,ad6cc561a6276f92,2013-0050,2013-0050,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2013-0050 dated 05 March 2013. | This AD supersedes EASA AD 2013-0050 dated 05 March 2013 | this AD retains the requirements of EASA AD 2013-0050, which is superseded",False
2015-0051,505d3f5e045eb3fe,2012-0100R3,2012-0100,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2012-0100R3 dated 02 October 2013, including the Correction dated 25 October 2013. | This AD supersedes EASA AD 2012-0100R3 dated 02 October 2013, including the Correction dated 25 October 2013",False
2015-0062,2bd55121e563c539,2011-0134,2011-0134,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2011-0134 dated 15 July 2011. | This AD supersedes EASA AD 2011-0134 dated 15 July 2011 | this AD retains the requirements of EASA AD 2011-0134, which is superseded",False
2015-0079,fb73f3ddab62a494,2014-0066,2014-0066,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2014-0066 dated 14 March 2014, including its Correction dated 20 March 2014. | This AD supersedes EASA AD 2014-0066 dated 14 March 2014, including its Correction dated 20 March 2014",False
2015-0083,07ddf6fa631649d1,2013-0147,2013-0147,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2013-0147 dated 16 July 2013. | This AD supersedes EASA AD 2013-0147 dated 16 July 2013 | this AD retains the requirements of EASA AD 2013-0147, which is superseded",False
2015-0085,05352fcbe2d9afa0,2014-0176,2014-0176,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2014-0176 dated 25 July 2014. | This AD supersedes EASA AD 2014-0176 dated 25 July 2014 | this AD retains the requirements of EASA AD 2014-0176, which is superseded",False
2015-0087,435215327d76fdce,2012-0236R1,2012-0236,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2012-0236R1 dated 17 December 2012, AD 2013-0022 dated 01 February 2013, and Emergency AD 2014-0266-E dated 09 December 2014. | This AD supersedes EASA AD 2012-0236R1 dated 17 December 2012, AD 2013-0022 dated 01 February 2013, and Emergency AD 2014-0266-E dated 09 December 2014 | this AD retains the requirements of EASA AD 2012-0236R1, AD 2013-0022 (partially), and AD 2014-0266-E, which are superseded",False
2015-0087,435215327d76fdce,2013-0022,2013-0022,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2012-0236R1 dated 17 December 2012, AD 2013-0022 dated 01 February 2013, and Emergency AD 2014-0266-E dated 09 December 2014. | This AD supersedes EASA AD 2012-0236R1 dated 17 December 2012, AD 2013-0022 dated 01 February 2013, and Emergency AD 2014-0266-E dated 09 December 2014 | this AD retains the requirements of EASA AD 2012-0236R1, AD 2013-0022 (partially), and AD 2014-0266-E, which are superseded",False
2015-0087,435215327d76fdce,2014-0266-E,2014-0266,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2012-0236R1 dated 17 December 2012, AD 2013-0022 dated 01 February 2013, and Emergency AD 2014-0266-E dated 09 December 2014. | This AD supersedes EASA AD 2012-0236R1 dated 17 December 2012, AD 2013-0022 dated 01 February 2013, and Emergency AD 2014-0266-E dated 09 December 2014 | this AD retains the requirements of EASA AD 2012-0236R1, AD 2013-0022 (partially), and AD 2014-0266-E, which are superseded",False
2015-0117,a9983cdb79b9c72f,2014-0275R1,2014-0275,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2014-0275R1 dated 19 January 2015. | This AD supersedes EASA AD 2014-0275R1 dated 19 January 2015 | this AD retains the requirements of the EASA AD 2014-0275R1, which is superseded",False
2015-0118,052fb87c87edf1b7,2014-0280,2014-0280,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2014-0280 dated 19 December 2014. | This AD supersedes EASA AD 2014-0280 dated 19 December 2014 | this AD retains the requirements of EASA AD 2014-0280, which is superseded",False
2015-0119,8aa125a9d0098cd2,2014-0277,2014-0277,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2014-0277 dated 19 December 2014. | This AD supersedes EASA AD 2014-0277 dated 19 December 2014 | this AD retains the requirements of EASA AD 2014-0277, which is superseded",False
2015-0125,bd070d59861a0ae8,2014-0242,2014-0242,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2014-0242 dated 05 November 2014. | This AD supersedes EASA AD 2014-0242 dated 05 November 2014,False
2015-0126,461f53817fab4335,2013-0094,2013-0094,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2013-0094 dated 16 April 2013. | This AD supersedes EASA AD 2013-0094 dated 16 April 2013 | this AD, which supersedes EASA AD 2013-0094, requires repetitive US inspections of the aft mount-pylons bolts of each engine and, depending on findings, corrective actions",False
2015-0134,537cb9483f347549,2015-0089,2015-0089,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2015-0089 dated 22 May 2015. | This AD supersedes EASA AD 2015-0089 dated 22 May 2015 | this AD retains the requirements of EASA AD 2015-0089, which is superseded",False
2015-0146,dce7cfb758a454e0,2012-0245-E,2012-0245,supersedes_candidate,"Supersedure: This AD supersedes EASA Emergency AD 2012-0245-E dated 16 November 2012. | This AD supersedes EASA Emergency AD 2012-0245-E dated 16 November 2012 | this AD retains the requirements of EASA AD 2012-0245-E, which is superseded",False
2015-0150,beb5923bd2e02e26,2014-0097-E,2014-0097,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2014-0097-E dated 23 April 2014. | This AD supersedes EASA AD 2014-0097-E dated 23 April 2014 | this AD retains the requirements of EASA AD 2014-0097-E, which is superseded",False
2015-0174,ea8c6f43c7851c2e,2012-0088,2012-0088,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2012-0088 dated 25 June 2012. | This AD supersedes EASA AD 2012-0088 dated 25 June 2012 | this AD retains the requirements of EASA AD 2012-0088, which is superseded",False
2015-0176,693d8ab8a562ba54,2014-0034,2014-0034,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2014-0034 dated 05 February 2014. | This AD supersedes EASA AD 2014-0034 dated 05 February 2014 | this AD retains the requirement of the EASA AD 2014-0034, which is superseded",False
2015-0192,e4e7746fa0d0e15a,2011-0007R1,2011-0007,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2011-0007R1 dated 14 February 2011 and EASA AD 2012-0274 dated 21 December 2012. | This AD supersedes EASA AD 2011-0007R1 dated 14 February 2011 and EASA AD 2012-0274 dated 21 December 2012 | This AD, which supersedes EASA AD 2011-0007R1 and EASA AD 2012-0274, requires for each FWD and AFT cargo door, a one-time inspection / adjustment of the hook gaps “U” and “V”, repetitive detailed inspections (DET) of all frame fork areas, frame head areas and outer skin areas to detect loose / sheared / missing fasteners or cracks, and, depending on findings, accomplishment of applicable corrective action(s)",False
2015-0192,e4e7746fa0d0e15a,2012-0274,2012-0274,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2011-0007R1 dated 14 February 2011 and EASA AD 2012-0274 dated 21 December 2012. | This AD supersedes EASA AD 2011-0007R1 dated 14 February 2011 and EASA AD 2012-0274 dated 21 December 2012 | This AD, which supersedes EASA AD 2011-0007R1 and EASA AD 2012-0274, requires for each FWD and AFT cargo door, a one-time inspection / adjustment of the hook gaps “U” and “V”, repetitive detailed inspections (DET) of all frame fork areas, frame head areas and outer skin areas to detect loose / sheared / missing fasteners or cracks, and, depending on findings, accomplishment of applicable corrective action(s)",False
2015-0205,4045b7810cfca87a,2014-0237R1,2014-0237,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2014-0237R1 dated 05 December 2014. | This AD supersedes EASA AD 2014-0237R1 dated 05 December 2014 | this AD retains the requirements of EASA AD 2014-0237R1, which is superseded",False
2015-0208,83b5d97fe2894d1d,2014-0171R1,2014-0171,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2014-0171R1 dated 26 January 2015. | This AD supersedes EASA AD 2014-0171R1 dated 26 January 2015 | this AD retains the requirements of EASA AD 2014-0171R1, which is superseded",False
2015-0214,15be2811191eb92c,2012-0094,2012-0094,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2012-0094 dated 31 May 2012. | This AD supersedes EASA AD 2012-0094 dated 31 May 2012 | this AD retains the requirements of EASA AD 2012-0094, which is superseded",False
2015-0217,95d81a5befa381ee,2012-0103,2012-0103,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2012-0103 dated 11 June 2012. | This AD supersedes EASA AD 2012-0103 dated 11 June 2012 | this AD supersedes EASA AD 2012-0103, not retaining its requirements, and instead requires the new inspection programme for the lower frame fittings",False
2016-0005,4785f128d110e338,2014-0200R1,2014-0200,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2014-0200R1 dated 19 September 2014. | This AD supersedes EASA AD 2014-0200R1 dated 19 September 2014 | this AD retains the requirements of EASA AD 2014-0200R1, which is superseded",False
2016-0011,6b9e441e119c47c5,2013-0268,2013-0268,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2013-0268 dated 07 November 2013, and EASA AD 2013-0269 dated 07 November 2013. | This AD supersedes EASA AD 2013-0268 dated 07 November 2013, and EASA AD 2013-0269 dated 07 November 2013 | this AD retains the requirements of EASA AD 2013-0268 and AD 2013-0269, which are superseded",False
2016-0011,6b9e441e119c47c5,2013-0269,2013-0269,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2013-0268 dated 07 November 2013, and EASA AD 2013-0269 dated 07 November 2013. | This AD supersedes EASA AD 2013-0268 dated 07 November 2013, and EASA AD 2013-0269 dated 07 November 2013 | this AD retains the requirements of EASA AD 2013-0268 and AD 2013-0269, which are superseded",False
2016-0043,ee5b4212f8e16c15,2011-0160R2,2011-0160,supersedes_candidate,"Supersedure: This AD supersedes DGAC France AD F-2004-072 (EASA approval 2004-5335) dated 26 May 2004, and EASA AD 2011-0160R2 dated 24 January 2013. | This AD supersedes DGAC France AD F-2004-072 (EASA approval 2004-5335) dated 26 May 2004, and EASA AD 2011-0160R2 dated 24 January 2013 | this AD retains the requirements of DGAC France AD F-2004-072 (EASA approval 2004-5335) and EASA AD 2011-0160R2, which are superseded",False
2016-0047,d63826dfaa29657f,2015-0114,2015-0114,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2015-0114 dated 22 June 2015, and AD 2015-0151 dated 24 July 2015. | This AD supersedes EASA AD 2015-0114 dated 22 June 2015, and AD 2015-0151 dated 24 July 2015 | this AD retains the requirements of EASA AD 2015-0114 and AD 2015-0151, which are superseded",False
